,0,1,2,3,4,5,6,7,8,9
0,0.1902210760988857,0.10606293697594345,0.11850439137247153,0.16101140045027756,0.1308707359186445,0.18315328982992682,0.16550200285890568,0.1789994075835029,0.23691550619454588,0.1634711941425671
