,0,1,2,3,4,5,6,7,8,9
0,0.30555909872055054,0.34632715582847595,0.35813847184181213,0.42361512780189514,0.43764498829841614,0.45244404673576355,0.4853552579879761,0.49750545620918274,0.6207972168922424,0.43637630012300277
